BusinessID,Name,Cuisine,Address,Coordinates,NumberOfReviews,Rating,ZipCode
dfm69NWJMqvLbQBKlaFd7w,Hung Chow Restaurant,Chinese,2266 3rd Ave,"40.8027, -73.93688",4,4.0,10035
sDV6FvOeHymy2Fu9cJTMMw,Beijing Hot Pot  京门铜火锅,Chinese,39-16 Prince St,"40.75910946934779, -73.832247",62,4.5,11354
zEIt0xaPM9DIS-pc118O6A,Hometown Hotpot & BBQ,Chinese,194 Grand St,"40.71931, -73.99689",1482,4.0,10013
iKW9zBGWfE9CM6MfK0UtjA,Fong On,Chinese,81 Division St,"40.7141678, -73.99370557235935",272,4.5,10002
S-aX_Pz8F7nDL6kRThKcHw,Vanessa's Dumpling House,Chinese,310 Bedford Ave,"40.713795, -73.961983",586,3.5,11211
II7C8s_nkPXfttDq_vHmGA,Gyu-Kaku Japanese BBQ,Chinese,620 Amsterdam Ave,"40.79046, -73.97322",76,3.5,10024
BJn68qCExYQrPCT7CeOpzw,Moon Star Grill,Chinese,3519-25 Johnson Ave,"40.8861089331436, -73.909908766271",135,4.0,10463
8td6qiBvZ-En6gSpPjXWzQ,Shanghai Zhen Gong Fu,Chinese,86-16 Queens Blvd,"40.736158616759205, -73.87726341410527",241,4.5,11373
6zM0c7vvoddgza_qvKkATw,Golden Unicorn,Chinese,18 E Broadway,"40.7136770496642, -73.997163364418",2066,3.5,10002
wNhO_9gY-ZRZEBSA2anXtA,Native Noodles,Chinese,2129 Amsterdam Ave,"40.83824104348622, -73.93765379999999",166,4.5,10032
cCHkQ5oISNafWnLoBpsagg,Yue Wong Restaurant,Chinese,60 Bayard St,"40.7154966048149, -73.99778742352491",46,3.5,10013
vLsTPg42rkgN5rUpNfg1OA,Da Long Yi Hot Pot,Chinese,159 Canal St,"40.716557, -73.996583",597,4.5,10013
4fBgrzK3S_zSlVJ6sLJYTA,Red Bowl,Chinese,8518 3rd Ave,"40.62393, -74.03104",91,4.5,11209
AILf_L7I9vJ2pyHmSo9v8Q,OBAO,Chinese,222 E 53rd St,"40.75717754, -73.9685544",1179,4.0,10022
aNxC5wBnnCNh9DJHYI0GGA,Sun Flower Restaurant,Chinese,900 Gerard Ave,"40.82818, -73.9244",4,4.0,10452
upEljMinfeX9q5jtZPSA0A,Meiya Kitchen,Chinese,858 Gerard Ave,"40.82712, -73.92503",10,4.0,10451
3fBiB3slTfBpmf39vD7sJw,Jade Garden,Chinese,4028 Broadway,"40.841846, -73.938944",116,3.5,10032
JbAdL2vOd-8O_Xa2wRktug,Sun Hong Wong,Chinese,100 Bowery,"40.717796, -73.995498",52,3.5,10013
spJTHaNjEzKwoEiYWR1ggA,Ping's Seafood,Chinese,22 Mott St,"40.714442, -73.998636",797,3.5,10013
wdGMVLUzocmnl2tST0lheg,YunShang Rice Noodle House,Chinese,53 Bayard St,"40.71525, -73.99765",344,4.0,10014
BG0F1eTMikmXnL2C03Oq3A,Foo-Hing Chinese Kitchen,Chinese,2706 3rd Ave,"40.8135242, -73.9222125",7,4.5,10454
_7rU61c3WTVfPS_-FNup8g,J J Chan's Garden,Chinese,7521 31st Ave,"40.7593470534684, -73.89224166101121",148,3.5,11370
cOtB9fWWLrbaBebZDjJquQ,DunHuang Miss Noodles,Chinese,531 Myrtle Ave,"40.693868137768895, -73.9634565145772",91,4.0,11205
uPVYeVOSLmvAkbxM9cTAQg,Mamak House,Chinese,250 Rte 440,"40.705302816474706, -74.09962288773093",143,4.0,07305
yUVcpgecpq1qncpa1x34Hg,Golden City Seafood Restaurant,Chinese,6418 20th Ave,"40.61683, -73.98575",90,3.0,11204
xZ19F2iiWiA36LAS5PH_GA,Great Wall Kitchen,Chinese,2238 Adam Clayton Powell,"40.8132892, -73.9454751",7,3.5,10027
-NJL4kZAIc1Z-35IcN1ulQ,Thai Food Near Me,Chinese,625 2nd Ave,"40.745104, -73.976036",64,5.0,10016
doh4MaWFToZ7f4rbfc3Mxg,Pelham Palace,Chinese,221 Wolfs Ln,"40.90634, -73.81184",54,3.5,10803
IIM-dzbOvg4x7h-AjHsq9Q,Bulbap Grill,Chinese,646 Manhattan Ave,"40.7243, -73.9509099",181,4.5,11222
sinDhwX8Egru_3FCI7bhkw,Laut,Chinese,15 E 17th St,"40.73756, -73.9911",1519,3.5,10003
ENfB82aVceC3VcTfq54rxQ,Lee's Chinese Restaurant,Chinese,1151 Summit Ave,"40.7543291, -74.0468573",23,3.5,07307
LVQJZubRBlNiykvjTV7nHg,Profit Chinese Restaurant,Chinese,430 3rd Ave,"40.832761233170366, -73.90508630415502",2,5.0,10016
wFjW3d0PDr2Lb_54RmnB6Q,TLK by Tigerlily Kitchen,Chinese,58 3rd Ave,"40.73116944194413, -73.98908630204441",77,4.5,10003
XoJwcOxazBKvWikQCATS-w,East Flour,Chinese,103 Christopher Columbus Dr,"40.71946, -74.04346",224,4.0,07302
9GmZACJFhwn5DlfPb60O4g,Milu,Chinese,235 Kent Ave,"40.71657036891446, -73.96539440213716",10,4.5,11249
-FSwYW_xV__5KHTIc56B0Q,Rice K,Chinese,29-21 23rd Ave,"40.774743, -73.913172",140,4.0,11105
1SVf6bO7gWm6HWlupMF15Q,Great Wall Chinese Restaurant,Chinese,594 Grand Concourse,"40.8196182250977, -73.926383972168",21,2.5,10451
EVQQ1Fs1YNlKd4HuxmzlJQ,88 Chinese Restaurant,Chinese,473 Malcolm X Blvd,"40.8133599154897, -73.9418023908753",22,3.0,10037
ru9KtvY8f_b2SKrKwtS3CA,Lo-Fatt-Chow,Chinese,720 Monroe St C-103,"40.7474615723213, -74.0378006521148",154,3.5,07030
TAm8Eauo0NQNHpjOAWXo2A,Teng Dragon,Chinese,2260 1st Ave,"40.7961006164551, -73.9349899291992",28,3.0,10035
ZYWwYSXWyDlVYIjPgXmIQA,East Garden,Chinese,32-10 36th Ave,"40.7560263, -73.9285962",58,3.5,11106
jVuj54_J9z0w9DjKPoUK2g,China Mia,Chinese,2232 White Plains Rd,"40.8581892, -73.8675759",50,4.0,10467
Qd4LleGL1MU7hcBYXcyVSA,Good Chinese Kitchen,Chinese,8101 Tonnele Ave,"40.80828, -74.01806",39,4.0,07047
fPW_GBZsnBNsIzK62sCHBg,Xi'an Famous Foods,Chinese,45 Bayard St,"40.715082, -73.997342",1284,4.0,10013
UeaA5kaaqC8sdCuPqZujmg,Shoo Loong Kan,Chinese,133-36 37th Ave,"40.760404, -73.833627",110,4.5,11354
sjOp9UbbfKbohpEjQt2JRg,King Dragon,Chinese,120 Mt Eden Ave,"40.84323, -73.91249",8,4.5,10452
gqUR7hd3NsxOD_JrD-iFfQ,Traditional Chinese Food Cart,Chinese,35 W 4th St,"40.7293724, -73.995937",8,4.5,10014
aPThNhqjq5rfN9c8ykcarA,Mian Kitchen,Chinese,1065 Ave Of The Americas,"40.7533652220521, -73.9840016206238",19,3.5,10018
DjLxykRuP8OFtGtPPZpfdQ,Caridad China,Chinese,108 Graham Ave,"40.704949, -73.942579",121,4.0,11206
PKkCtyZQpVEzivSF41ZgIw,Sunrise Chinese Restaurant,Chinese,3320 Broadway,"40.760806, -73.923281",69,3.5,11106
b03GEE_pYlLCdD6yShZKqw,New Chinatown Restaurant of New York,Chinese,11 Avenue D,"40.720527, -73.978652",13,4.0,10009
rHA9M0XOJL6O11xaEiDurA,New Kam Lai,Chinese,708 Amsterdam Ave,"40.79309, -73.971338",75,3.0,10025
j7xsDWFN1PSLis47jOC_Ig,Kimochi Asian Cuisine,Chinese,1884 Park Ave,"40.80726, -73.937752",4,5.0,10035
gvAzBcK3YZf6UQqOerqF2w,New Dragon House Chinese Restaurant,Chinese,666 Amsterdam Ave,"40.7918190298439, -73.9720649229145",9,2.5,10025
lGLeaVcg7U4tOfJFhVqGng,Sky Cafe,Chinese,8620 Whitney Ave,"40.7419, -73.87838",153,4.5,11373
fbFPeVj-PibAPVPGq76NfQ,Urbun | Baos and Bubble Tea,Chinese,41-18 38th St,"40.746974, -73.926766",6,3.5,11103
dSZH0XgoZ-AT0qezA9Xx-g,King's Wok,Chinese,4912 30th Ave,"40.76005, -73.90741",31,4.0,11377
ye-TSU-mu1Gd5TAJOpI5Mg,Lichee Nut,Chinese,162 Montague St,"40.694149, -73.9928131",307,3.0,11201
lmiwPS9tl3cyMDGDeVstqQ,New Apolo,Chinese,508 Grand St,"40.71078, -73.95076",175,3.5,11211
tq5Cqcwpf9AKqX2CCEvtSg,Panda Kitchen,Chinese,943 Pennsylvania Ave,"40.6551068, -73.887741",15,3.0,11207
czQm6Ull9V6b-64amhUMyA,Good Taste Restaurant,Chinese,3371 Broadway,"40.8214624, -73.9543845",60,4.0,10031
_Acmtq5Nnv4Xmqmz914CUg,New Happy Joy Restaurant,Chinese,760 10th Ave,"40.765602, -73.990768",18,2.5,10019
nFqb7D7nng2FKunqlSd6XA,Empire Chinese Restaurant,Chinese,103 Featherbed Ln,"40.846452, -73.918398",10,3.0,10452
wsMThqit2caUREhOMCOyAQ,Thanh Huong Restaurant,Chinese,533 West Side Ave,"40.71919, -74.08307",168,4.0,07304
XvOhc15ETRp8FkK1_lVizQ,Chang Lai Fishballs & Noodles,Chinese,55B Bayard St,"40.71531279614864, -73.99780121497064",79,5.0,10013
4Z_ldLCxIW-u3T5AJnv5tQ,Brothers Restaurant,Chinese,993 Morris Ave,"40.82868, -73.91692",7,4.0,10456
pXxBeKXDgcNSioo-3ysMcg,Wild Ginger,Chinese,46 E 29th St,"40.743969, -73.984268",1,5.0,10016
8_dWO1Y6o8fZk_FosHhg-A,Yummy Noodle House 粥麵之家,Chinese,33-35 Francis Lewis Blvd,"40.7665389818104, -73.7897614784259",335,4.5,11358
X1upzQ1oDfU9Jb378kUkRA,Fish VIllage,Chinese,20-07 127th St,"40.781505, -73.8408955",124,3.5,11356
aPI3_mdisxIOo9EwBEJPZQ,No 1 Chinese - Hoboken,Chinese,642 Washington St,"40.7446399, -74.0289899",68,3.0,07030
A0saPXtRGKl-SVJGQyQAOw,Brooklyn Chop House,Chinese,150 Nassau St,"40.71151, -74.00597",950,4.0,10038
sGwQYKPaMJ-tD2E4fQ0EJQ,Jardin De China,Chinese,3737 Jct Blvd,"40.750626, -73.870104",268,4.0,11368
_CcEaSKTpzZIczrRzCRAPQ,Hong Kong Taste,Chinese,4721 90th St,"40.74168853368132, -73.87502080586329",103,4.0,11373
j9LAlbSiqGlvfAOt8LRRzQ,New Kam Lai,Chinese,514 Amsterdam Ave,"40.78701, -73.975899",70,2.5,10024
DJTvIuXvjoYsypytSD5qJw,Gyeonghoeru Korean,Chinese,1355 16th St,"40.8449793520601, -73.9802233502269",130,4.0,07024
U7N6Jd8Qe7rbYB87pwuAoA,New Man Hing,Chinese,658 Passaic Ave,"40.8272424917208, -74.1460819104507",129,4.0,07110
Z8dzjqeRl8Q9tU1uytXDwA,Wah Yoan,Chinese,804 New York Ave,"40.7568343808699, -74.0378557804285",5,3.5,07087
uthkinOdYCrM0j-5tYC63w,Long King House 乔江南,Chinese,15-26 College Point Blvd,"40.78349, -73.84591",71,4.5,11356
l8BnQQIStXZebg41xyqwPw,Dunhuang - Mo Li Shanghai,Chinese,83-34 Broadway,"40.74021, -73.87925",46,4.5,11373
vC3yBLteaaPp0ycXRtfwPA,Tsing Garden Chinese Restaurant,Chinese,6409 Park Ave,"40.7892719, -74.0060948",57,3.5,07093
grg_0Zt9WwCmXHPjWu7b-Q,BK Seafood Market,Chinese,842 64th St,"40.63236, -74.01091",47,4.0,11220
E1fFQqXuO2Ido9hGDmTbDg,Good Luck Chinese Restaurant,Chinese,4516 48th Ave,"40.7392043166647, -73.9197625899353",16,4.0,11377
hjlvKeRTHA5mh1dNX4yM-w,Nb Wing Wong,Chinese,42 Bowery,"40.715534, -73.996726",74,4.0,10013
TVir2UFD0yphnS9hrSiOTQ,Wok N Staple,Chinese,135 W 50th St,"40.760904, -73.982122",9,4.0,10020
5W89QQZqPJazBS80anuu3Q,Wah Yoan Restaurant,Chinese,5406 Park Ave,"40.782309671353566, -74.0121529339152",24,3.5,07093
EV2grf7NhNHQTmBXfu1-NA,Dragon Gate Chinese Cuisine,Chinese,1944 37th St,"40.778622, -73.9026148701016",37,4.0,11105
fNAIjp3E05b9lCQesnol8g,The Old Spot,Chinese,523 Jersey Ave,"40.72108, -74.04676",69,3.5,07302
JvkUu0bpYEEPOvZWyBtTUw,KPOT Korean BBQ & Hot Pot,Chinese,45 Nathaniel Pl,"40.8957, -73.97458",161,4.0,07631
1UtavhY5umBJPJkP2jJGMw,Memories of Shanghai,Chinese,68-60 Austin St,"40.722059732800346, -73.85061884110445",254,4.0,11375
U2x299aFPwXRYXlMxyO4tw,New Golden Dragon Restaurant,Chinese,398 W 145th St,"40.8242006, -73.9455163",38,4.0,10031
LhBZsjkb6aKdLIq9w9_J2w,Hong Kong,Chinese,25-10 Broadway,"40.76302, -73.92822",68,3.0,11106
QQfwlKFD6X8-ZXf7gfQZqg,Hardee,Chinese,351 Myrtle Ave,"40.6933441162109, -73.9722290039062",31,4.5,11205
uyy76kFPWsN7_R0SeyOoKA,Secret Kitchen,Chinese,185-20 Horace Harding Expy,"40.739875, -73.788647",46,4.0,11365
zWDiH7KpUhRhv1cPNExMDg,New Hong Kong Restaurant,Chinese,1907 Lexington Ave,"40.8001850545406, -73.9404103159904",9,2.5,10035
Wezt_3dALzHmfXjHOPG4GQ,Empire,Chinese,1902 Adam Clayton Powell Jr Blvd,"40.8028688256819, -73.9530954451981",30,3.0,10039
V2P3CWfUW_olSywlOlHGjQ,Asian Fusion,Chinese,7827 Bergenline Ave,"40.80165, -74.00705",153,4.5,07047
kYJbGSjyXocbRrgMV-zExg,Six Happiness,Chinese,1413 2nd Ave,"40.769994, -73.957802",140,3.0,10021
rLa-9Tt1LDfpB78mhHuXZw,698 Cafe 新東溢豐,Chinese,39-07 Prince St,"40.7594624, -73.83203209999999",124,4.0,11354
fBOhaN4rabcM9aJg5qWM-w,Chung Ching Restaurant,Chinese,262 Alexander Ave,"40.81019, -73.92476",9,3.5,10454
Yj3pRPnIG05AjRfGP0Afjg,Mei Chung Mei Restaurant,Chinese,157 W 231st St,"40.8784523010254, -73.902961730957",28,4.0,10463
eS9mTLlWwu_Ap2ROMQWPxg,Chuko,Chinese,565 Vanderbilt Ave,"40.680784, -73.967455",1106,4.0,11238
DiNkdAL8ns1v3S3WfUGVwA,Green Garden,Chinese,1202 Washington St,"40.7513478, -74.0268307",53,3.5,07030
-n5zd4kpmJdqKzvar-5v8g,Gogi Grill - Hoboken,Chinese,79 Hudson St,"40.7362061117704, -74.0300041437149",262,4.0,07030
_MdNLeBAcwv5Nb2yArZFvg,Happy Garden,Chinese,2926 30th Ave,"40.76728, -73.922814",82,3.5,11102
YCBjn0t4bMaQb8Bk7l37ng,Gan Asia,Chinese,691 Amsterdam Ave,"40.7923393, -73.971405",49,2.5,10025
y8ne7iE_HO1nnIU7HbdaiQ,Hunan K Restaurant,Chinese,6014 Queens Blvd,"40.74109355388633, -73.90343114283608",18,3.0,11377
d6pcRMV1YUDFTKO_p9d-sA,Wong Kwong Hop,Chinese,85-27 Grand Ave,"40.735727, -73.88152",94,4.5,11373
741IMLpXPq755tDaEYXAtA,Joe's Steam Rice Roll 石磨腸粉王,Chinese,136-21 Roosevelt Ave,"40.76012, -73.82941",928,4.5,11354
UILT56veNs63NASF3dGRKA,Fieldtrip Harlem,Chinese,109 Malcolm X Blvd,"40.80165, -73.95029",224,4.5,10026
d8wA3iuWvrs1slX1WHSV5g,King Wah Chinese Restaurant,Chinese,69-11 Northern Blvd,"40.754592, -73.89701",63,3.0,11377
SKoMUaQewpMdj1Mg8QvBNw,Nobu Downtown,Chinese,195 Broadway,"40.7107732, -74.0095804",604,3.5,10007
s_N9uqqUqjgL7O-bHKZ80w,China Express,Chinese,7013 Park Ave,"40.79311, -74.00313",26,4.0,07093
AjlmpAQV8W4--y0EksO-9g,Simple NYC,Chinese,109 Eldridge St,"40.71821, -73.99223",353,4.5,10002
8SA_ZTKNo6TdD65u8ppRGQ,Panda House,Chinese,82 Nagle Ave,"40.86055, -73.92815",28,3.5,10040
gxEYxWqKVhs8xBw9Lvd7hA,New East Garden Restaurant,Chinese,1685 1st Ave,"40.77793, -73.94902",67,3.5,10128
LXRdRSqK7A0L_XlqNYarKQ,Lin's Gourmet,Chinese,1761 John F Kennedy Blvd,"40.7009292393923, -74.0935865789652",29,3.5,07305
k4QfaFoqtpEZ1LZylJZqww,JJ's Asian Fusion,Chinese,37-05 31 Ave Flr Grd,"40.762176, -73.918279",461,4.0,11103
bH6U8bze3zVTUBOPm913NQ,Dunhuang Lanzhou Beef Noodle,Chinese,136-93 37th Ave,"40.7624444092074, -73.8277914002538",426,4.5,11354
_LLK-gnjeTLwpyoliglozw,Hang Lee Chinese,Chinese,666 W 204th St,"40.867262242948, -73.9233304385214",37,4.0,10034
lKxmH-hQ6ezKbq4URKrd-Q,May Wah Fast Food,Chinese,190 Hester St,"40.71825, -73.99842",424,4.0,10013
c9I4-T9wTlMmJEHb4obEdQ,Happy Gathering,Chinese,3220 34th Ave,"40.758906, -73.926013",62,3.0,11106
8SbvBebzRYaZuyxF-GEIDQ,Glin Thai Bistro,Chinese,330 Myrtle Ave,"40.69315, -73.97328",92,5.0,11205
_0MvItPbaQ3A-pP3GWHI1Q,Great China,Chinese,1461 Amsterdam Ave,"40.81696, -73.95344",8,4.5,10027
pQAtAqPcVnySOtJDAeMhfA,Raosu Hotpot & Sushi,Chinese,310 W 38th St,"40.755015065290166, -73.9925599",79,4.0,10018
AfF4zVbVI27zwgkzOLYDFg,Xi'an Famous Foods,Chinese,648 Manhattan Ave,"40.7243301734731, -73.9509299397469",264,4.0,11222
V-rY0hlPjAghV14jOlVUiQ,Nikko Hibachi Asian Fusion,Chinese,1280 Amsterdam Ave,"40.81156, -73.95781",416,3.5,10027
5MJdYsY1iSrNuNRSNS9Cbg,China Garden,Chinese,1178 Bushwick Ave,"40.6884727478027, -73.9169464111328",1,5.0,11221
wyjtGsW5NeVDknGQWnIPAQ,wagamama - midtown,Chinese,100 W 55th St,"40.76316041296893, -73.97885444091449",336,4.0,10019
nJWMWfQvisB_M7ojHLANjA,The Hong Kong Chinese Restaurant Store,Chinese,610 Melrose Ave,"40.8173699, -73.9170199",9,3.0,10455
pfzQGY4bgpxBWR26a6rzxQ,China Taste,Chinese,7808 Bergenline Ave,"40.80103, -74.00686",24,3.0,07047
fYjidZ8spv4mM62kA7w6yQ,Fafu Traditional Chinese Cuisine Food Truck,Chinese,44 West 4th St,"40.72924223190548, -73.99581746771172",1,4.0,10012
j61hBldPvd47MdLgeySlxQ,Chinah,Chinese,2 Metrotech Ctr,"40.69359, -73.9857",18,4.5,11201
wovqFEMicBPhY0hTY6c5sQ,Fortune Palace Restaurant,Chinese,8609 20th Ave,"40.604099, -73.998359",21,3.0,11214
jO6NX93q_fYwYTHkqJ57Dg,Six Happiness 六福,Chinese,711 2nd Ave,"40.74757315567081, -73.97408861583824",137,2.5,10016
vdu9-vHCpcZ4wZWzQ0xtGA,Wok Bar,Chinese,200 Main St,"40.85097, -73.97005",133,4.0,07024
xEDD2ScBU3jHhWxlMC7dkQ,Nougatine at Jean-Georges,Chinese,1 Central Park W,"40.76891, -73.98176",1253,4.0,10023
1oBUB-3_kCYDsggJqWq_GA,First Wok,Chinese,2608 Paterson Plank Rd,"40.7727099, -74.04002",45,2.5,07047
I3_4xi2YNywn8-SKefQDjg,Yang's Chinese Food,Chinese,304 W 14th St,"40.73994, -74.00334",3,3.5,10014
Qi1AoRNcFEX8etII_RZkFg,Ajisai Japanese Fusion,Chinese,795 Lexington Ave,"40.763763, -73.966743",182,3.5,10065
PUz8Zbi1KD6HPiBVkGrbnA,Great Wok Chinese Restaurant,Chinese,1101 Summit Ave,"40.7606899, -74.04245",17,4.0,07087
hYFta_EvvUmuWw_WCO_-iA,Mr BoBo,Chinese,149-44 41st Ave,"40.76223, -73.8142",20,4.0,11355
wcrra8bgoqXVcZpMM5fE1g,Fishmarket II,Chinese,171 Avenue A,"40.72835, -73.98204",34,4.5,10009
QlVBFWxQ-HY-O2AmqHiJxA,New China Restaurant,Chinese,3035 3rd Ave,"40.8199502681327, -73.9133950213959",12,3.0,10455
7qvHljqtI4UZEXwpPp3Yug,Weng's Palace,Chinese,304 W 40th St,"40.75601, -73.99146",83,2.0,10018
aLLW3s2Ea0dmUsmg_a8Csg,Empire Wok,Chinese,123 Pelham Rd,"40.9051115, -73.7746723",18,4.0,10805
k34VgKhpuIRPEr8vKSMwjA,Chung Chun Kitchen,Chinese,338 Myrtle Ave,"40.69314, -73.973",29,3.0,11205
TbbpihlBxYidyE_O65Ajbw,Hay Hay Roasted,Chinese,81 Mott St,"40.71663080185816, -73.9981349",171,4.0,10013
A1ZL9ukJ1m5gxSgHTGs3UQ,Incredi Fusion Inc.,Chinese,363 3rd Ave,"40.7408142089844, -73.9812774658203",10,3.5,10016
TPSP-4BNKOsktRdv8nUaZg,Xin La Gong Fu,Chinese,35-48 Union St,"40.7642186, -73.8282132",6,5.0,11354
yzbIUIeDuSH58WgK32J7Fw,Thonglor Thai Formerly Red Basil Thai,Chinese,3247 Steinway St,"40.7574712, -73.9200032",77,4.5,11103
-HIsDolVluV6n5tlfQGB5w,Yan Asian Restaurant,Chinese,94 Park Ave,"40.827441, -74.104935",158,3.5,07070
w0KRT7v9_hsVkcRVMsD2Jg,Fu Wing Chinese Restaurant,Chinese,153 E 106th St,"40.7921962698841, -73.9457551505681",18,3.0,10029
Em1w7fCeJqcZUBRS_QuTEg,Hardee's,Chinese,154 Adelphi St,"40.692907422781, -73.9718820154667",9,4.0,11205
RLAs8M-IQfAgp551rkFNGg,Tasty Fusion,Chinese,33 Ridge Rd,"40.81505, -74.11424",138,4.0,07071
y8Z9Tos6qtDVd0X0QVm70g,Yoan Ming Garden,Chinese,1407 Madison Ave,"40.78819, -73.95328",49,3.0,10029
Wc_vQmkP7tb8eQQfwd39Qw,Hainan Chicken House,Chinese,4807 8th Ave,"40.64188951457645, -74.00258744797691",49,3.5,11220
R070R6r0WdmdREd3DT0Omg,The Flying Dragon,Chinese,1183 Morrison Ave,"40.82897, -73.87462",1,1.0,10472
ySLc7OqAMtPseGww5rWprQ,Local Roots NYC Midtown,Chinese,550 Madison Ave,"40.76153011360908, -73.97359726108634",5,1.0,10022
O3yWGOlEtI-nILSQdzglcw,Emperor Seafood Restaurant 帝皇御宴,Chinese,136-59 37th Ave 2/F,"40.76234355275425, -73.8288636830734",73,3.5,11354
2h_chmCFGHrMmm0qBLMLig,China Palace,Chinese,3014 Middletown Rd,"40.8439535961905, -73.8296643135676",23,3.0,10461
pjbMNd88LRNxvrwaO8kEhQ,New Apollo II,Chinese,1477 Myrtle Ave,"40.6991691589355, -73.9166564941406",72,3.5,11237
Tc2uYkCroymhrtXnkVcSmg,Francesca Chinese Restaruant,Chinese,2411 Bergenline Ave,"40.7680018, -74.0323863",10,4.0,07087
VjTZbIlN0W7aWI06kJ5vOQ,Kar Restaurant,Chinese,439 Bushwick Ave,"40.702393, -73.936901",4,5.0,11206
7kgvqVnlsigUNuDWQaEggg,Happy Stony Noodle,Chinese,8347 Dongan Ave,"40.7400865, -73.880186",129,4.0,11373
JTFc6V7JLTdiUL3LuH7LiQ,Lotus Cafe - Hackensack,Chinese,450 Hackensack Ave,"40.908911297714745, -74.02838765921352",231,3.0,07601
PYN67roncq-uYxKWPd7ukQ,Dumpling Dojo,Chinese,16 Glen Rd,"40.82738778671193, -74.1026645",331,4.0,07070
_hIxEP_Wd13cjNJ1tcf6KQ,Peking Express,Chinese,237 Nassau Ave,"40.725869, -73.94279",45,3.5,11222
zSq1_OpYbyzJXGLhZCNlRg,Joy Garden Chinese Restaurant,Chinese,687 Morris Park Ave,"40.84531, -73.86647",6,2.0,10462
31yEM_YcyAqG6an7attTlg,Empire Express,Chinese,3308 Queens Blvd,"40.7443362968621, -73.9313001176036",19,2.5,11101
SduYUnNnuA93MVg4FrIguA,Happy Garden Chinese Restaurant,Chinese,103 Graham Ave,"40.70529, -73.9430299",13,3.0,11206
bfg1MmcnH6DO1dgF_tLxkA,Yeung II Sushi Asian Cuisine,Chinese,1120 Washington St,"40.75079, -74.02716",213,3.5,07030
kwGaeWUVC_MIxMFw0sM-Ww,Hong Kong Express,Chinese,989 Wyckoff Ave,"40.6961416, -73.9047676",49,3.5,11385
gGF5MvJ1i4D5Uj7aJgY9jw,Vanessa's Dumpling House,Chinese,30-30 47th Ave,"40.742804, -73.9363744",33,2.5,11101
2z_2ETItITMQiuAE7tTZAQ,Silver Palace,Chinese,3438 Bdwy,"40.823034042794845, -73.9526024360038",16,3.5,10032
OXTcpNk9ZXuOxPnjpcSs7w,Pearl Garden,Chinese,14508 14th Ave,"40.786695, -73.8219",158,4.5,11357
vSkCDRWX6VvP4PJHHFgoDw,New King Wok Restaurant,Chinese,2025 7th Ave,"40.8064728, -73.9498444",20,3.5,10027
8SM-aKKwlK8JNaJTr60c6Q,East Met West,Chinese,752 Metropolitan Ave,"40.71467035650342, -73.9439342",61,3.5,11211
VQ5YGa4L4AT3ugF61hM9qQ,Zongzi lady,Chinese,Chrystie St Grand St,"40.7181661, -73.9938466",82,5.0,10002
gPId7ENK1ZA1qrNwI4z4UQ,Legend of Taste,Chinese,2002 Utopia Pkwy,"40.7794990539551, -73.7941589355469",171,4.0,11357
XbQNANeO1E4-yanLZHgCmw,Beijing Chinese,Chinese,223 E 14th St,"40.733059, -73.9861382",21,3.0,10003
_BL1-CT06HGkiA3jcucu2Q,Panda Express,Chinese,2852 Broadway,"40.80459, -73.96607",64,2.5,10025
SkqoMqq5FdeXivzUaxdlsg,Happy World Restaurant,Chinese,1309 Saint Nicholas Ave,"40.8458611, -73.9364502",10,3.5,10033
b6O3gPP3S0eugOO4tIbxPg,Ok Canaan Taiwanese Gourmet 台灣好滋味,Chinese,43-18 Main St,"40.75182, -73.8272",111,4.5,11355
a-hVnSTC12MY5L3t9yOSJw,Eastern Chinese Restaurant,Chinese,2105 Broadway,"40.7656686822612, -73.9307687804103",32,3.0,11106
_iLjlrftSGKvFyG6PXQyAg,Jimmy's Best Chinese Restaurant,Chinese,4004A Boston Rd,"40.88447, -73.8315",44,4.5,10475
8ceGPxcSMdwa8k7y-DLZxA,Sweet Yummy House,Chinese,83-13 Broadway,"40.74095, -73.87938",83,3.5,11373
MBQg0-g_iiIEY4hzLiezKg,Kuih Cafe,Chinese,46 Eldridge St,"40.71595284077857, -73.99300267095114",82,4.5,10002
r2JVKalbucGf2nryywuL2w,Kopitiam,Chinese,151 E Broadway,"40.71387, -73.99091",988,4.0,10002
PUwrkoUztUYs4VdHlK9qBg,Wa Lung Kitchen,Chinese,557 Grand St,"40.713919, -73.980251",88,3.0,10002
wVZmnDlPDdVHI01_XLfBXQ,Beijing Hot Pot,Chinese,12 Sylvan St,"40.827236, -74.1036817",64,3.5,07070
Yo6D3B8TP_xdN1yaoNc0Ww,Fresh Wok,Chinese,1777 1st Ave,"40.78065, -73.94698",43,3.5,10128
cmUz0J5Q-dZYIPi0gMvIYA,Oh Dumplings,Chinese,159 Franklin St,"40.73186619060058, -73.95832832547507",9,4.0,11222
ezh0BG1qWKKLJa99gb-XzQ,Spice Spirit,Chinese,900 Bergen Ave,"40.7299773848248, -74.0650781984882",72,4.0,07306
naXE13hiCj-7LMMgcueLMg,Wah Lung Kitchen,Chinese,2111 21st Ave,"40.78214, -73.914151",15,3.5,11105
DdoubmNfPNRi9xNmcQ64ug,Tsurutontan Udon Noodle Brasserie - Midtown,Chinese,64 W 48th St,"40.75830659999292, -73.98080074109362",722,3.5,10036
