BusinessID,Name,Cuisine,Address,Coordinates,NumberOfReviews,Rating,ZipCode
qrydcGQpeDP_1oFvx3qOeg,Somtum Der,thai,85 Ave A,"40.7252151982238, -73.9842741682317",898,4.0,10009
liZmIO0FqZwslLJfLDkfgw,Wayla,thai,100 Forsyth St,"40.7183, -73.9926038",653,4.5,10002
AHrU1F123QPdVPTCnsy_xA,Chalong,thai,749 9th Ave,"40.763924, -73.988883",196,4.5,10019
kZ5q8Uwxt3MpLcvxEdPeFg,Marwin Thai Restaurant,thai,1132 1st Ave,"40.76158, -73.96032",118,4.5,10065
XgiG7K7ubHsj2JJ-c2sXnw,Thai Diner,thai,186 Mott St,"40.72071042964739, -73.9956057",738,4.0,10012
83BXSwE0166sObnXLUE4bQ,Land,thai,450 Amsterdam Ave,"40.78497, -73.9772182",1128,4.0,10024
L2ZW-MdvRJ3gM2RIq8STbA,Thai72,thai,128 W 72nd St,"40.777626, -73.980025",376,4.0,10023
bivrss06gT7E37A0RnnkTw,Bangrak - Thai Restaurant,thai,1750 2nd Ave,"40.78116, -73.94913",49,4.5,10128
rCtsqHtOAOjZ7EUQDFRSbA,Pinto Garden,thai,117 W 10th St,"40.734882, -73.9994844",473,4.0,10011
WJS06XxRdc6DD1s4LWE9HA,Fish Cheeks,thai,55 Bond St,"40.7258, -73.9927",1400,4.5,10012
f7jZvRH-h76F4emzvKytaQ,Tuk Tuk,thai,4906 Vernon Blvd,"40.743232, -73.954254",778,4.0,11101
n7LORZ0fGxPhOfdlHYREKQ,Peak Thai Restaurant,thai,301 E 49th St,"40.75417519999969, -73.96850174724293",217,3.5,10017
ODJmiHFJoUuXJVlxGSX7Yw,Forever Thai,thai,1031 Flushing Ave,"40.7039938, -73.9310911",148,4.5,11237
cegA4jf16vEt7NCQ7cpu2w,Kin'd,thai,192-03 Union Tpke,"40.73025559436381, -73.7784138",1248,4.5,11366
oWBDdSamOzxMJzsD_-seXg,Noodies,thai,830 9th Ave,"40.7662850538302, -73.9866788007826",579,4.0,10019
5-cv4xv4IBao7N1LSH6tHA,Der Krung Thai Cuisine,thai,860 9th Ave,"40.7670715, -73.9861371779099",283,4.0,10019
_ucIHYqW0ZwAdzaEIYnnsA,One Two Thai,thai,153 E 33 St 10016,"40.745573, -73.979451",198,4.5,10016
HuUiXwo2rVKHZDwMeqNfQQ,Malii Gramercy,thai,391 2nd Ave,"40.73767, -73.98128",129,4.5,10010
fRO4Fwe5uRAajMcTwLbVkA,Ayada Thai,thai,77-08 Woodside Ave,"40.74344034310768, -73.88762803704094",1397,4.0,11373
AzW9hzF16jhHrlhrOQ-UfA,Nur Thai,thai,31-01 34th Ave,"40.759797777129094, -73.9269004",42,4.0,11106
3GMHPnrkFAcqffw3T7JSdQ,Kitchen 79,thai,37-70 79th St,"40.747551, -73.8868866",738,4.5,11372
33ry5dmopDOElU7zf1Sn2w,Lan Larb Chiang Mai,thai,227 Centre St,"40.7199936, -73.9985428",320,4.0,10013
9b_FvTUgkkUUMyL0nGhFtg,Three Roosters,thai,792 9th Ave,"40.764957, -73.987485",221,4.5,10019
3X6S6u_AtjumPPSu_-PDiw,Siam Thai,thai,157-02 Northern Blvd,"40.763597, -73.808092",254,4.5,11354
BKMCAYb9EAivUm3p-vrC9w,Khe-Yo,thai,157 Duane St,"40.716906, -74.008587",963,4.0,10013
HgEwORU1LJyrFVE_ll_pDg,KAM RAI THAI,thai,43-11 28th Ave,"40.7643253, -73.9107518",61,4.5,11103
coQAQmIKG9dBPA6-RHqJag,Wan Waan,thai,200 8th Ave,"40.74346, -73.99947",182,4.0,10011
6F7qKaZaAR9ukgvR0NKTBg,Zaab Zaab,thai,76-04 Woodside Ave,"40.74319, -73.8886",120,4.0,11373
qLxTIOZSOBx3gkkOlPJJfQ,Tam Sang Thai Kitchen,thai,230 7th Ave,"40.744528, -73.995674",16,4.5,10011
eGIY_25KFspf8KefDQMj-Q,Lan Larb,thai,637 2nd Ave,"40.745373, -73.975807",356,4.0,10016
uazg6WhYVOw3jhWCG_MDBg,Sup Thai Kitchen ,thai,178-19 Union Tpke,"40.726738, -73.789444",621,4.5,11366
qfZFjUnekCQRvZaZJkOPog,Aiyara Thai,thai,480 9th Ave,"40.7550734744, -73.9948672056",125,4.0,10018
1ctLdRJjP9m5QdL7ruYAzA,Herbs Thai Bistro,thai,251 E 45th St,"40.75193, -73.97099",222,3.5,10017
A_GbgtUSyGWpihHZOqMdwQ,Little Basil,thai,153 E 26th St,"40.741014, -73.982259",565,4.0,10010
jg5nc64wLYKwKAvz_lfMuA,Thai At Lex,thai,1244 Lexington Ave,"40.778142, -73.956807",256,3.5,10028
XlCaR9Q3fW37uhWuCx92mQ,When In Bangkok,thai,161-16 Northern Blvd,"40.76215, -73.80427",290,4.5,11358
ebhDBwRzD--eoiYcO8M18g,Pho Thai Lao Kitchen,thai,219 Maywood Ave,"40.8956216750601, -74.0658308645348",365,4.0,07607
iUEvASoukxI6vrCYWYyK8g,Kati Shop,thai,162 E 55th St,"40.75899, -73.96883",205,4.5,10022
yQiII2hHgV5aEMtIA2VG0Q,Chai Thai Kitchen,thai,930 8th Ave,"40.76541, -73.98352",668,3.5,10019
HnTcWZbZJzNAYO8YseQlSQ,Zabb PuTawn,thai,1584 First Av,"40.77446, -73.95077",307,4.5,10028
ZlUU_DPlJTBLyUpBL2niKw,Luscious Thai,thai,1099 1st Ave,"40.76047, -73.96157",265,4.0,10065
O8i5XlvcfzH1q-wpfURrpg,Ayada Thai - Chelsea Market,thai,75 9th Ave,"40.74268377235652, -74.00618912427079",264,4.0,10011
CDa0GJZDMPcjvhbx7RbG5Q,Senn Thai Comfort Food,thai,452 Amsterdam Ave,"40.7849945637664, -73.9770103128512",342,4.0,10024
OR9oqAJW-U5ZnqhwH12Nuw,Khao Nom,thai,42-06 77th St,"40.7432731562959, -73.8879961885031",164,4.5,11373
7ztNVUAfAyJXQLGU9BkPiw,Topaz Thai Restaurant,thai,137 Washington Ave,"40.785764, -74.153591",513,4.0,07109
EjuI8hyZO4jREWj3BTh8gw,Mr Khao Man Gai,thai,28 Jackson Ave,"40.74774, -73.94461",39,5.0,11101
_c0MxccsmIBZcGLJpb4nSA,NaNa Thai Street,thai,31 E 21st St,"40.73954, -73.98854",213,4.5,10010
qNe3r33f17z1v10iEiB4DA,Tom Yum Koong Thai Kitchen,thai,305 Boulevard,"40.86490933997318, -74.07551752980436",194,4.5,07604
hA5QUlrSjpxMZ90Kof0bgA,Khao Kang,thai,7620 Woodside Ave,"40.743269, -73.888039",276,4.0,11373
9IT7UsL-SGEz6ncR4oeJ9g,Tam Sang Thai Kitchen,thai,331 Lexington Ave,"40.74939, -73.97738",142,3.5,10016
g7qtHQ_121mYWUdu3VWlrA,Tong,thai,321 Starr St,"40.70788411187043, -73.92058168413449",156,4.5,11237
CpY77cDN1KS5EdiXMmWovw,House of Thai,thai,2501 40th Ave,"40.7535257695712, -73.9377629319284",355,4.0,11101
GQRNgvRLY6OhPs8BYTTYUw,A Plus Thai Place,thai,1007 2nd Ave,"40.757059, -73.967248",227,3.5,10022
X3T2rK-GrEgVUai-MeXAzg,Thongyib Thai Cart,thai,405 Park Ave,"40.7598555582005, -73.9723258723791",22,4.5,10022
e64Y17DJgjotSz8B9gEI7Q,Ugly Baby,thai,407 Smith St,"40.67795, -73.9961",447,4.0,11231
nFszVPUX4tj-oarjfBO0nw,Klong,thai,7 St Marks Pl,"40.729507, -73.989181",1244,4.0,10003
T8WfkzuVi96qCpj1tWjlxw,Spice,thai,39 E 13th St,"40.7345, -73.9919",1635,3.5,10003
a23bfZBVjIhV32Em4hKHAA,The Buffs,thai,1313 40th Ave,"40.7556342, -73.9417121",213,4.5,11101
tVB11pOiDhPWlt_o6ylMNg,Enthaice Thai Kitchen,thai,33-20 31st Ave,"40.7630889337809, -73.9213237166405",772,4.0,11106
feY7PgoRjCp2qReaIitRkQ,Boran,thai,462 Court St,"40.6782327, -73.998062",269,4.5,11231
MBOrVJAgdZ3Wm50e9arOeA,Bangkok Supper Club,thai,641 Hudson St,"40.739009, -74.005798",12,4.0,10014
liGIz8CzhyS1udx1aefjng,Williamsburg Thai Cuisine,thai,212 Bedford Ave,"40.71699, -73.9588799",298,4.0,11249
pvxX-nvg3o-eZDlvrtYhQQ,Spice Thai,thai,1479 1st Ave,"40.771212, -73.953786",36,4.0,10075
Y4eqn5D2Emukncw1A3K8Wg,Areena Thai Cuisine,thai,312 Hackensack St,"40.83633, -74.09243",56,4.5,07072
yA29ur97O7B6kYr1g5IoAw,Aroy Dee Thai Kitchen,thai,20 John St,"40.7096786, -74.0089569",496,3.5,10038
mpD_kUFo8POQDLoLgRSfCg,SAGE,thai,299-301 Graham Ave,"40.7129736, -73.9442765",690,3.5,11211
xJuKTbInUnTsLINLLH8ehw,KRU,thai,190 N 14th St,"40.72281573696329, -73.9557975",52,4.0,11249
l3aVYfTWVINXaNGxlMz0bQ,Soho Thai,thai,141 Grand St,"40.720078, -73.999641",208,3.5,10013
5HQGOq8NA9Pe5kNhVA4hMA,Plue,thai,1575 Lexington Ave,"40.788825, -73.948474",26,5.0,10029
SLD513aTy53UMk4wQP8Wcg,The Expat,thai,64 Tiemann Pl,"40.81551, -73.96008",129,4.0,10027
7Qvh0oFRsoqrO9qNlcMKXQ,Saigon Shack,thai,114 Macdougal St,"40.72969, -74.000629",2701,4.0,10012
iS26QjjC-4GtP0YpoXwI8w,Zaab Zaab,thai,208 Grand St,"40.71387597679311, -73.960393",44,4.0,11211
5SNS8Gro3FyAjHfejcXkXQ,Gai Kitchen,thai,98 Mott St,"40.717189594947605, -73.9972861",61,4.5,10013
AybQUv47u16bwg83kqNf5w,Wan Wan,thai,209 Mulberry St,"40.72180362146175, -73.99648359999999",109,4.5,10012
LzyDj8z2CA03Jrs34L9Pgw,Spice,thai,435 Amsterdam Ave,"40.784263, -73.977252",338,3.0,10024
toykv8K0yg8qtvZSXRQ5bg,Pochana Thai Kitchen,thai,33-16 30th Ave,"40.765733, -73.91932",272,4.0,11103
S2b4gAh3Sr1sbNGaTna1Xw,Bangkok Garden Thai Restaurant,thai,261 Main St,"40.8865743, -74.041739",454,4.0,07601
Cebmp5-kEcdb4dBPrMKkWg,MayRee,thai,58 E 1st St,"40.72374, -73.9893",49,4.5,10003
OPSCHpuBSthP7UwnMm0GSA,Spice,thai,975 Amsterdam Ave,"40.8016123540962, -73.964790176728",223,3.5,10025
lMVakXbCgZmPV5Wg8XysYA,Chiangmai Diner,thai,942 Flushing Ave,"40.70261247135389, -73.9336163315368",23,4.5,11206
AEHojbCPCrIhTko7olaqTg,Lil Chef Mama,thai,27 Cliff St,"40.708453, -74.005321",151,4.5,10038
XixegGx6pdU_H0MWWqN1_w,GAI Chicken & Rice,thai,158 E 45th St,"40.75279329265176, -73.97345292209359",183,4.0,10017
2AcDHuatOFXhqJDedZwGiA,Tung Thong Thai Restaurant,thai,561 W 169th St,"40.8414062274416, -73.9386532729438",327,3.5,10032
Xf5xrD2qZb8_UCOiPbBq3Q,Two Wheels,thai,426 Amsterdam Ave,"40.784238, -73.977874",171,4.0,10024
dl4QvM8WAzATC7ChNIQh3g,Thank You Come Again,thai,601 Lexington Ave,"40.75878, -73.97048",18,3.5,10022
ihBRikaKYVdJ7M0gVEGjZg,Mao Mao,thai,1000 Bdwy,"40.695882, -73.933657",86,4.0,11221
dVR5KHPMZoU9rQvxhY5Otw,Thai Terminal,thai,349 E 12th St,"40.73039, -73.98381",621,4.0,10003
4yKYc9ngosSJ7Lk2LJE4ug,Eagle Thai Cuisine,thai,644 Anderson Ave,"40.825912, -73.987172",55,4.0,07010
9WgsvzaiXNAmmQGD0uQxFQ,Thai Holic,thai,372 Myrtle Ave,"40.693005, -73.971286",549,4.5,11205
P8xz4EdZnNeIOIlcD4k_kg,Malinee Thai,thai,2028 2nd Ave,"40.789403, -73.942934",10,4.0,10029
n61FbfvTddHBXF5WKWjF4g,Pad Thai Noodle Lounge,thai,114 8th Ave,"40.7408371121571, -74.00145524314277",352,3.5,10011
LIsCe_l7kUlv2cUs6AxNQQ,SUROSS Thai Bistro,thai,4131 Broadway,"40.846016, -73.9387367",285,4.5,10033
9FjGW7u1iTyFUDpJt-Ql9Q,Tue Thai Restaurant,thai,3 Greenwich Ave,"40.73387, -73.9997999",403,3.5,10014
kA_Cw1YEGskuPuRYzLmgdQ,Aura Thai Kitchen,thai,210 Main St,"40.8510322570801, -73.9706878662109",161,3.0,07024
Wa_-nKA-IWYMN15YagHr9w,Kin Sen,thai,86-08 Whitney Ave,"40.741723, -73.878677",18,5.0,11373
AekKkXTaCXlYp95KrxlesA,Little Tiffin,thai,970 Manhattan Ave,"40.732257609566, -73.9543802663684",69,4.5,11222
hdy924Rm4CkNXgO7R38YlA,Chomp Chomp Thai kitchen,thai,78 E 1st St,"40.72324, -73.987909",24,5.0,10009
l_gQf_4NgPMJcx2OkjsMfg,Noods n’ Chill,thai,170 S 3rd St,"40.71194, -73.96121",141,4.0,11211
6FuUzI7BoL3K6kJfoGwMmA,Marquet,thai,,"40.76121521, -73.96776581",5,5.0,10155
IiYRxMJLfLCsgifzRNvrtA,Thai Sliders & Co,thai,150 8th Ave,"40.7419332152013, -74.00086365903",118,4.0,10011
n20BmzZ-KGd0RCKcPGRv1A,Klom Klorm,thai,181 Wyckoff Ave,"40.70318, -73.91701",463,4.5,11237
HLDKZXsi7TQ0P3rS2wd-UQ,SEAK,thai,725 River Rd,"40.818223, -73.977102",759,4.0,07020
uVoFnGvcwk2wSNwATtuf8g,Thai Hot Box,thai,1598 3rd Ave,"40.78123, -73.95246",99,4.5,10128
ukOuCRqhVtzOWISD9hN_1g,Boon Dee Moo Ka Ta,thai,168-11 Union Tpke,"40.7232811, -73.7999061",75,4.0,11366
Z0mf-C5-NuOTvhIKe-z_iw,Mongkhon Thai Cuisine,thai,47-16 30th Ave,"40.76088, -73.90898",3,5.0,11103
xCE6-u-FWcyovRYd2uLG7A,Nom Nam,thai,210 E34st,"40.745358, -73.9776279",64,4.5,10016
GIlunJr5LNcU1mHCchiKPA,Betong - Khao Man Gai,thai,261 Canal St,"40.71893, -74.00095",41,4.5,10013
dqjko5ndMGayALuhwq3ghQ,Thailicious,thai,71 Clinton St,"40.71931, -73.9851608",264,4.5,10002
7PrDtZmAmasvCH41NO1Jpw,Kati Shop,thai,104 W 37th St,"40.75182181631158, -73.9869346",57,5.0,10018
QYr9EO-2FmdpOVUjOyNjgg,Raenu Continental Thai Restaurant,thai,844 Amsterdam Ave,"40.7974550862067, -73.9679066464305",134,4.0,10025
OWv-LobTHp8MWWZBT2mtIg,Sawadeja Thai Restaurant,thai,64 Market St,"40.8457617, -74.1605865",168,4.5,07012
SkD3MrsLIT1Wq-7eTIE-mQ,Ros Niyom Thai Restaurant,thai,10-91 Jackson Ave,"40.7432122, -73.951706",44,4.5,11101
0L03onqNwxWLrbb_FCK79A,SriPraPhai Thai Restaurant,thai,64-13 39th Ave,"40.7464987, -73.8992328",2550,4.0,11377
pcVlzw0Id0MvP8MJYMRgJg,River Thai,thai,1766 Amsterdam Ave,"40.82685, -73.94666",137,4.5,10031
SZQqAil4kuXhNCLR7_6khg,Playground Bar & Bistro And Taitoon Thai Karaoke,thai,7130 Roosevelt Ave,"40.746388, -73.89379",237,4.0,11372
6wJOojpF2c4lLeBNbTBB0A,Baoburg,thai,614 Manhattan Ave,"40.7234929271998, -73.9503321851175",309,4.0,11222
ZfN9F6-5htE8LGLZo31igQ,Thai Delight,thai,175 3rd Ave,"40.73479, -73.98587",30,4.5,10003
414qtc1lNAI-HaJ-Gw9puA,Galanga,thai,149 W 4th St,"40.7316, -74.00049",538,3.5,10012
Nvhx093-K2xwHIZVnFstJw,Copper Throat Thai Cuisine,thai,123 Ludlow St,"40.71978, -73.98877",147,4.0,10002
XEjkmHzGOepziSvP2uK4Xw,Hey Thai,thai,127 John St,"40.70738902413635, -74.00523698907823",101,4.0,10038
eWSZHH4kfzS5NeNU1CMcyg,Amayar Kitchen,thai,111 E Passaic St,"40.90072880597357, -74.05832523553553",138,5.0,07607
4mzogOLOVDPBDVTO4cz9fA,Roi Siam,thai,1814 Bergenline Ave,"40.76397, -74.03454",180,4.0,07087
_zRVdCfUcx1cwseFycSQdQ,Thai Farm Kitchen,thai,416 Church Ave,"40.644041754256, -73.9760518446565",361,4.5,11218
zzXRBvV95o6batefczSMkg,Zaab Zaab,thai,25 11th Ave,"40.74310980254569, -74.00916959999999",1,5.0,10011
yCJHIM-PWl54K53ACOpoNg,Hug Esan,thai,77-16 Woodside Ave,"40.7436465, -73.8873753",237,4.5,11373
zYIKxE7eKeglXweoABjSwg,Thai BKK,thai,2021 Lexington Ave,"40.802786, -73.938354",94,3.5,10035
JRQBzjWWijnJAb0SLqHaxQ,Khaosan Thai Nyc,thai,128 Montague St,"40.694537, -73.994241",41,4.5,11201
1Fe4lCiMPNVhoEyjg92frA,Kati Thai Cuisine,thai,347 E 14th St,"40.7318077087402, -73.98291015625",265,4.0,10003
gBoqjD5MTJuGx65QjAhJGg,Bangkok City,thai,100 5th Ave,"40.912359, -73.808888",193,4.0,10803
4nwVzRCfWFGe6_Taqee4Cg,MRS AN,thai,173 E 99th St,"40.7874046, -73.9482732",139,4.0,10029
pz9_t1FRurDN1_4Vw8VJ3Q,Aura's Thai Vegan Friendly,thai,1007 2nd Ave,"40.757065, -73.96727",3,4.5,10022
1ubEg-rrSE8IWXl6lJzIGw,Nur Thai,thai,63-32 Woodhaven Blvd,"40.7235516378586, -73.868817789544",648,4.0,11374
Wq9cARVEwOmoqfg41mNRNg,Noree ,thai,274 Grand St,"40.717965, -73.992792",208,4.0,10002
6ZZUTGtH25tLN1SiM029ig,Yum Yum Too,thai,662 9th Ave,"40.76098, -73.99047",536,3.5,10036
wbDtb47idIoDkzOMX8uEkA,Thaimee Love,thai,116 West Houston,"40.727805192166834, -74.00086038258787",43,3.5,10012
qnD3XDvYIrFh_FppNH90cA,Thais New York,thai,1750 2nd Ave,"40.7812989957846, -73.9494738355279",164,4.0,10128
ASOtb5PU_Swpl4IarYX-yw,Two Wheels,thai,672 Lexington Ave,"40.76016, -73.96983",22,3.5,10022
R7mKCkD9ZZfeec92GW7esQ,Bangkok 2 Thai,thai,349 1st Ave,"40.7352413982153, -73.9798079431057",222,4.0,10010
m2Zsy2UAkcDf0cRzk2Yoqw,Madame Vo,thai,212 E 10th St,"40.72925, -73.98612",1077,4.0,10003
IZpSGcy19JDDEyJtq-vAXQ,Ricepot Thai Cookhouse,thai,1972 86th St,"40.60474, -73.99879",116,4.5,11214
AU3hpGRNzu4GnjGkjDUGkw,Jai Sang Ma,thai,8140 Broadway,"40.7428524, -73.8830175",11,3.5,11373
qtRPV9YANKcXU3OzcUUokw,River Thai Edgewater ,thai,24 Hilliard Ave,"40.826372, -73.975091",244,3.5,07020
dnCRiUZWgu5ZI4Q-Z-az6Q,Thai Diva Cuisine,thai,45-53 46th St,"40.7414512, -73.9190131",168,4.0,11377
SBy46BviyBKowPjbTjDsHQ,Lantern,thai,101 Montague St,"40.69533, -73.99544",509,3.5,11201
QVWmn5jmy_TPmg0G71Dk5g,Sea,thai,114 N 6th St,"40.71807, -73.960044",3472,3.5,11211
B9_TgZa8rgW5oZOtXZUMCw,Laut Singapura,thai,31 E 20th St,"40.738584506222814, -73.98812157116433",390,4.0,10003
gEaZtaUQyGsp-O4AVcJWeg,Mama’s Cupboard,thai,235 E 53rd St,"40.757301, -73.967919",109,4.5,10022
do0zfW2TRnGi-AU5MWHMew,Plant Blossom,thai,881 10th Ave,"40.76945, -73.98854",34,4.5,10019
F8WAp6PLIhM_0mNbVTsSzg,Bangkok Degree,thai,847 Union St,"40.67472327190444, -73.9757981977286",133,4.5,11215
D-gd1Gb_Nmc2MN6G0KANMg,San Aroy Thai Kitchen,thai,2906 23rd Ave,"40.7748233734315, -73.9137511700392",142,4.0,11105
0VGn3bLaUG7lhM5WwkMTCA,Bangkok City Thai Restaurant,thai,335 Washington St,"40.74106, -74.02956",180,3.0,07030
v3qL3KqFJYuS_3rCsgpuXQ,Rain II,thai,1095 St Nicholas Ave,"40.838382, -73.940054",194,3.5,10032
DguAGioaK6ZIAt_6kk93tA,Thai Select,thai,472 9th Ave,"40.754764, -73.994903",633,3.5,10018
Xx2qNh0pfoDlXloiv_hRDA,Khao Thai Cuisine,thai,4 E Palisade Ave,"40.893829, -73.975063",14,4.0,07631
CY1lJBQatCNo4-_ljlS1rA,Unique Fusion Restaurant,thai,586 West 207 St,"40.8670407799303, -73.9210193562469",109,5.0,10034
C_nZXc4hJK7jYRxdJnF89g,Zoni Restaurant,thai,5617 Bergenline Ave,"40.787124222545025, -74.01799599834479",22,4.5,07093
SJmMIWWS267q4d9PLc3zAQ,Tuk Tuk Tucker,thai,1462 1st Ave,"40.77037, -73.953763",5,4.5,10075
nxUs6svpNSL0wAwAA2F34w,Clifton Thai Restaurant,thai,239 Parker Ave,"40.8758985, -74.1237514",513,4.0,07011
kXuubLd6s3GidpqU3psPdw,Chao Thai,thai,8503 Whitney Ave,"40.7414656, -73.8801273",415,4.0,11373
oO_X1H5Lxo8sNykx6azLVQ,Thai Super,thai,166 E 118th St,"40.799358, -73.939726",200,3.5,10035
jKDXlyPG-2rmcp9Ej6jPLA,Living Thai,thai,931 Amsterdam Ave,"40.8001, -73.96574",150,4.0,10025
fcCF0Kh_RCbv6KSVlb-Seg,Sticky Rice,thai,85 Orchard St,"40.71798, -73.99042",429,4.0,10002
g7LLglNkZODPM6VyIqiEAQ,Chick It Out,thai,32-06 35th St,"40.7602905532768, -73.9225143",45,4.5,11106
l5kvoGj9t3ZcR0Y3nQWcNw,Lula Mae,thai,472 Myrtle Ave,"40.69329, -73.96639",31,4.5,11205
qtDKasElRD_CPw7HnIOXHA,Island Thai Street Food,thai,,"40.758373260498, -73.9680099487305",1,4.0,10022
2ZBEE_MJeRdLD1NLiNTnCQ,Thailand's Center Point,thai,63-19 39th Ave,"40.746738, -73.900162",220,4.0,11377
1uuxUq-QrUYX-Zal9TvFFQ,Charm Thai Express,thai,1346 Amsterdam Ave,"40.8139028640919, -73.9561226963997",110,4.5,10027
40Km2Xn6aGslql9CtuJSbg,Green Thai NYC,thai,58 E 1 St,"40.72403347791555, -73.98925092208928",1,4.0,10003
UtaqVG_FZGEhJ1xGyNVzMA,One Dee Siam,thai,137 Newark Ave,"40.72030420106932, -74.04373644282656",129,3.5,07302
e1jwvzY8hU642HSBZZATcw,Hub Thai,thai,50 Avenue A,"40.7238123, -73.9847935",172,4.0,10009
SoEQRDUNYDZPVSSIhTOG6A,Muse,thai,689 Washington Ave,"40.6766485, -73.96339957259552",131,4.0,11238
pSSajdYNKTyAGV8-fk7fWQ,Joya,thai,215 Court St,"40.686672, -73.993544",1384,3.5,11201
yDR9eVFATpyzrz3x1DtJGg,"Aroy-D, The Thai Elephant Truck",thai,1 14th St Hoboken Nj,"40.75293, -74.02495",40,3.5,07044
StQmfKqdlPPsErC6Qulzfw,ME Chicken Rice,thai,120 West 3rd St,"40.7305, -74.00045",116,5.0,10012
AAXX-WkDd1CW3_GgIVivvw,Chang Noi Thai,thai,100 Stuyvesant Pl,"40.6437040412059, -74.0776029179201",230,4.5,10301
Tmc90kL5jelJ2c9CiGzSFA,Hi-So Thai,thai,1903 Willow Ave,"40.7602267, -74.027825",302,3.5,07086
rxWd1WzIqw-NyUYZMqFRog,Tiptara,thai,213 East Broadway,"40.7139855, -73.9875253",35,4.5,10002
W1L0UB1MvlhvkKTF43emSA,Jaew Hon New York,thai,71-30 Roosevelt Ave,"40.7464487, -73.8938216",261,4.5,11372
-YazuZbXAM_NOny8LpLQpQ,BKNY Thai Restaurant,thai,47-11 Francis Lewis Blvd,"40.7530184239866, -73.780074009384",1480,4.0,11361
0DagPXrDResqZYEIqJSvgg,Pho Master 168,thai,W 40th St 6th Ave,"40.75355, -73.98504",30,4.5,10018
MD-GiizNpmFbuDIdKGzXnA,Mekong,thai,917 Columbus Ave,"40.7984, -73.96326",87,4.0,10025
XNkC1vJmLOI8NRR3Jl_vyQ,Amy Thai Bistro,thai,545 Flatbush Ave,"40.66055, -73.9604851",302,4.5,11225
ldE6TJ4lo1OIg0eCig3ICg,BONMi,thai,150 W 62nd St,"40.77156664331664, -73.9852986",181,3.0,10023
9VyMJICKGbC7Y5Ssq-Xk7w,The Sabieng Thai,thai,71 1st Ave,"40.72554, -73.98722",122,4.0,10003
6CutdyyNi-wjh5QXMOielw,Atit Thai Restaurant,thai,134 North Ave,"40.90751, -73.77917",73,4.0,10801
gl9UKHI6G-JhIBjjLFOhYA,High Lúa Vietnamese Kitchen,thai,182 S 2nd St,"40.71258, -73.96045",296,4.5,11211
oS1e-zZ_qzZNIUEp3FYHhQ,Yummy Thai,thai,4959 Broadway,"40.86808, -73.9205",433,3.0,10034
AkoNWXRhZWyJInoWI1AaZw,Pad Thai Kitchen,thai,6218 18th Ave,"40.620614, -73.989027",170,4.0,11204
3KlWyCJ2BikxwcEb0-O4Ww,Thai Cafe,thai,925 Manhattan Ave,"40.73104, -73.95456",142,3.5,11222
Xst2vGND8hy44VOmbLG3kQ,Pa De Thai Restaurant,thai,264 Old River Rd,"40.80957, -73.990735",322,3.5,07020
23NSOmpzzrJTfWmYk8Lp4A,Lovely Day,thai,196 Elizabeth St,"40.721774, -73.994275",398,3.5,10012
acm5Dpd3uKc106Ty9ha8Hg,Extravert,thai,230 Park Ave,"40.754475, -73.975847",2,4.5,10169
CFIOL_GmkAuJyz3fKc7WYg,Sky Thai,thai,62 Morris St,"40.713814, -74.036506",474,3.0,07302
W03i9B7wZn2B5p9E_Yn5nw,T Thai,thai,102 Hudson St,"40.737459, -74.029991",325,3.5,07030
Yv-X65XvRPRQ7JC32ZIfzg,Ji Bei Chuan,thai,87 Chrystie St,"40.7176023, -73.99442473945986",18,4.5,10002
PoHNZsMAx3B_wuNoib7w0g,New Manila Restaurant,thai,Marathon Terrace Queens,"54.1647, -4.46761",3,4.0,IM2 4NH
mU1ctN2chR3U3__d_Zjcng,Maple Thai Eatery,thai,3602 36th Ave,"40.75446, -73.92576",60,4.0,11106
h4wpGRaMue8FSbcMcz1qPg,DD Thai Cuisine,thai,184 W Passaic St,"40.9135404, -74.0795847",229,4.0,07662
LvmDVd1OlRGFdtY4RH2iSQ,Abaya Thai,thai,318 W 36th St,"40.753665, -73.993568",84,3.0,10018
RnQjRZ9MJrBN9SKiIv3i-A,Amarin Cafe,thai,617 Manhattan Ave,"40.72345, -73.95087",304,4.0,11222
1xJV03v3g3oP3G5oDlWuoQ,Di An Di,thai,68 Greenpoint Ave,"40.72969, -73.95827",360,4.0,11222
sSkLiIMnOBaN-XKwV5r3Cg,Spice,thai,47-45 Vernon Blvd,"40.744659975905634, -73.9535092189908",322,3.0,11101
dgGeBcV4oanNupGpzq8xIQ,PLANTA Williamsburg,thai,316 Wythe Ave,"40.71538076, -73.96472208",63,4.0,11249
n7evyqn87ZTJj7QtGxpsww,General Green,thai,650 Manhattan Ave,"40.724419, -73.950919",26,4.5,11222
2-z6dRAkKupCyz1LF251pQ,Jintana Thai Farmhouse,thai,344 7th Ave,"40.6665799, -73.98211",205,4.0,11215
1BJo1JcwYHUuk-UfJLEwUQ,Vera Thai Restaurant,thai,43-01 Queens Blvd,"40.74386, -73.9212",87,3.5,11104
wctR1TrheHAwpHZ2sJknEw,Yemen Cafe & Restaurant,thai,176 Atlantic Ave,"40.68989, -73.99366",626,4.5,11201
5DwGICd6TkAnvO6YNeYp0Q,Red Basil,thai,4 Glen Rd,"40.8273429870605, -74.1029052734375",273,3.5,07070
